Contract_ID,Train_ID,Advertiser,Date,Required_Hours,Actual_Service_Hours,Shortfall_Hours,Penalty_Incurred,Compliance_Percentage,Contract_Value,Priority,Revenue_Impact,Day_Of_Week,Month,Notes
BRD-001,CR111,Lulu Mall,2024-02-14,15.5,15.9,0.0,0.0,100.0,750000,Low,0.0,Wednesday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-15,15.5,15.2,0.3,784.0,98.0,750000,Low,784.0,Thursday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-16,15.5,15.4,0.1,214.0,99.4,750000,Low,214.0,Friday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-17,15.5,14.5,1.0,2583.0,93.3,750000,Medium,2583.0,Saturday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-18,15.5,11.6,3.9,9829.0,74.6,750000,Critical,9829.0,Sunday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-19,15.5,15.4,0.1,273.0,99.3,750000,Low,273.0,Monday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-20,15.5,14.1,1.4,3580.0,90.8,750000,Medium,3580.0,Tuesday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-21,15.5,14.2,1.3,3132.0,91.9,750000,Medium,3132.0,Wednesday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-22,15.5,14.1,1.4,3571.0,90.8,750000,Medium,3571.0,Thursday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-23,15.5,16.2,0.0,0.0,100.0,750000,Low,0.0,Friday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-24,15.5,13.5,2.0,4902.0,87.4,750000,Critical,4902.0,Saturday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-25,15.5,12.3,3.2,8102.0,79.1,750000,Critical,8102.0,Sunday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-26,15.5,16.3,0.0,0.0,100.0,750000,Low,0.0,Monday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-27,15.5,15.9,0.0,0.0,100.0,750000,Low,0.0,Tuesday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-28,15.5,16.2,0.0,0.0,100.0,750000,Low,0.0,Wednesday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-02-29,15.5,17.3,0.0,0.0,100.0,750000,Low,0.0,Thursday,February,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-01,15.5,15.6,0.0,0.0,100.0,750000,Low,0.0,Friday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-02,15.5,15.5,0.0,0.0,100.0,750000,Low,0.0,Saturday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-03,15.5,13.6,1.9,4778.0,87.7,750000,Critical,4778.0,Sunday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-04,15.5,14.2,1.3,3194.0,91.8,750000,Medium,3194.0,Monday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-05,15.5,14.8,0.7,1823.0,95.3,750000,Low,1823.0,Tuesday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-06,15.5,17.2,0.0,0.0,100.0,750000,Low,0.0,Wednesday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-07,15.5,16.7,0.0,0.0,100.0,750000,Low,0.0,Thursday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-08,15.5,16.5,0.0,0.0,100.0,750000,Low,0.0,Friday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-09,15.5,13.8,1.7,4302.0,88.9,750000,Critical,4302.0,Saturday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-10,15.5,11.8,3.7,9290.0,76.0,750000,Critical,9290.0,Sunday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-11,15.5,15.3,0.2,379.0,99.0,750000,Low,379.0,Monday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-12,15.5,14.7,0.8,1965.0,94.9,750000,Medium,1965.0,Tuesday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-13,15.5,14.3,1.2,3117.0,92.0,750000,Medium,3117.0,Wednesday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-14,15.5,14.5,1.0,2487.0,93.6,750000,Medium,2487.0,Thursday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-15,15.5,15.8,0.0,0.0,100.0,750000,Low,0.0,Friday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-16,15.5,13.3,2.2,5467.0,85.9,750000,Critical,5467.0,Saturday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-17,15.5,13.1,2.4,5978.0,84.6,750000,Critical,5978.0,Sunday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-18,15.5,17.3,0.0,0.0,100.0,750000,Low,0.0,Monday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-19,15.5,15.1,0.4,909.0,97.7,750000,Low,909.0,Tuesday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-20,15.5,15.7,0.0,0.0,100.0,750000,Low,0.0,Wednesday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-21,15.5,16.1,0.0,0.0,100.0,750000,Low,0.0,Thursday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-22,15.5,14.4,1.1,2691.0,93.1,750000,Medium,2691.0,Friday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-23,15.5,14.8,0.7,1843.0,95.2,750000,Low,1843.0,Saturday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-24,15.5,11.3,4.2,10513.0,72.9,750000,Critical,10513.0,Sunday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-25,15.5,15.0,0.5,1356.0,96.5,750000,Low,1356.0,Monday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-26,15.5,16.9,0.0,0.0,100.0,750000,Low,0.0,Tuesday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-27,15.5,14.1,1.4,3477.0,91.0,750000,Medium,3477.0,Wednesday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-28,15.5,16.3,0.0,0.0,100.0,750000,Low,0.0,Thursday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-29,15.5,16.5,0.0,0.0,100.0,750000,Low,0.0,Friday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-30,15.5,12.9,2.6,6474.0,83.3,750000,Critical,6474.0,Saturday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-03-31,15.5,12.0,3.5,8796.0,77.3,750000,Critical,8796.0,Sunday,March,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-01,15.5,14.8,0.7,1820.0,95.3,750000,Low,1820.0,Monday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-02,15.5,16.3,0.0,0.0,100.0,750000,Low,0.0,Tuesday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-03,15.5,14.3,1.2,3082.0,92.0,750000,Medium,3082.0,Wednesday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-04,15.5,15.3,0.2,386.0,99.0,750000,Low,386.0,Thursday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-05,15.5,16.2,0.0,0.0,100.0,750000,Low,0.0,Friday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-06,15.5,15.5,0.0,0.0,100.0,750000,Low,0.0,Saturday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-07,15.5,11.4,4.1,10261.0,73.5,750000,Critical,10261.0,Sunday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-08,15.5,17.3,0.0,0.0,100.0,750000,Low,0.0,Monday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-09,15.5,16.4,0.0,0.0,100.0,750000,Low,0.0,Tuesday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-10,15.5,16.1,0.0,0.0,100.0,750000,Low,0.0,Wednesday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-11,15.5,14.8,0.7,1645.0,95.8,750000,Low,1645.0,Thursday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-12,15.5,15.4,0.1,133.0,99.7,750000,Low,133.0,Friday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-13,15.5,12.7,2.8,7079.0,81.7,750000,Critical,7079.0,Saturday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-14,15.5,11.8,3.7,9222.0,76.2,750000,Critical,9222.0,Sunday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-15,15.5,17.0,0.0,0.0,100.0,750000,Low,0.0,Monday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-16,15.5,14.4,1.1,2699.0,93.0,750000,Medium,2699.0,Tuesday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-17,15.5,15.0,0.5,1336.0,96.6,750000,Low,1336.0,Wednesday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-18,15.5,16.1,0.0,0.0,100.0,750000,Low,0.0,Thursday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-19,15.5,15.3,0.2,621.0,98.4,750000,Low,621.0,Friday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-20,15.5,14.6,0.9,2275.0,94.1,750000,Medium,2275.0,Saturday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-21,15.5,13.5,2.0,5098.0,86.8,750000,Critical,5098.0,Sunday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-22,15.5,16.4,0.0,0.0,100.0,750000,Low,0.0,Monday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-23,15.5,17.3,0.0,0.0,100.0,750000,Low,0.0,Tuesday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-24,15.5,14.5,1.0,2496.0,93.6,750000,Medium,2496.0,Wednesday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-25,15.5,15.7,0.0,0.0,100.0,750000,Low,0.0,Thursday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-26,15.5,15.0,0.5,1144.0,97.0,750000,Low,1144.0,Friday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-27,15.5,15.5,0.0,0.0,100.0,750000,Low,0.0,Saturday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-28,15.5,12.5,3.0,7390.0,80.9,750000,Critical,7390.0,Sunday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-29,15.5,16.9,0.0,0.0,100.0,750000,Low,0.0,Monday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-04-30,15.5,15.1,0.4,1013.0,97.4,750000,Low,1013.0,Tuesday,April,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-01,15.5,16.7,0.0,0.0,100.0,750000,Low,0.0,Wednesday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-02,15.5,16.2,0.0,0.0,100.0,750000,Low,0.0,Thursday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-03,15.5,15.0,0.5,1182.0,96.9,750000,Low,1182.0,Friday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-04,15.5,15.1,0.4,880.0,97.7,750000,Low,880.0,Saturday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-05,15.5,13.5,2.0,4954.0,87.2,750000,Critical,4954.0,Sunday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-06,15.5,15.0,0.5,1308.0,96.6,750000,Low,1308.0,Monday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-07,15.5,14.6,0.9,2234.0,94.2,750000,Medium,2234.0,Tuesday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-08,15.5,15.2,0.3,782.0,98.0,750000,Low,782.0,Wednesday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-09,15.5,15.3,0.2,524.0,98.6,750000,Low,524.0,Thursday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-10,15.5,16.8,0.0,0.0,100.0,750000,Low,0.0,Friday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-11,15.5,13.8,1.7,4283.0,88.9,750000,Critical,4283.0,Saturday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-12,15.5,13.1,2.4,6079.0,84.3,750000,Critical,6079.0,Sunday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-13,15.5,16.8,0.0,0.0,100.0,750000,Low,0.0,Monday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-14,15.5,15.8,0.0,0.0,100.0,750000,Low,0.0,Tuesday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-15,15.5,16.4,0.0,0.0,100.0,750000,Low,0.0,Wednesday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-16,15.5,15.6,0.0,0.0,100.0,750000,Low,0.0,Thursday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-17,15.5,15.4,0.1,315.0,99.2,750000,Low,315.0,Friday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-18,15.5,13.8,1.7,4373.0,88.7,750000,Critical,4373.0,Saturday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-19,15.5,12.4,3.1,7869.0,79.7,750000,Critical,7869.0,Sunday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-20,15.5,16.7,0.0,0.0,100.0,750000,Low,0.0,Monday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-21,15.5,15.5,0.0,0.0,100.0,750000,Low,0.0,Tuesday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-22,15.5,16.8,0.0,0.0,100.0,750000,Low,0.0,Wednesday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-23,15.5,16.0,0.0,0.0,100.0,750000,Low,0.0,Thursday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-24,15.5,16.2,0.0,0.0,100.0,750000,Low,0.0,Friday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-25,15.5,14.9,0.6,1582.0,95.9,750000,Low,1582.0,Saturday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-26,15.5,11.5,4.0,10056.0,74.0,750000,Critical,10056.0,Sunday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-27,15.5,16.5,0.0,0.0,100.0,750000,Low,0.0,Monday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-28,15.5,16.1,0.0,0.0,100.0,750000,Low,0.0,Tuesday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-29,15.5,15.9,0.0,0.0,100.0,750000,Low,0.0,Wednesday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-30,15.5,15.7,0.0,0.0,100.0,750000,Low,0.0,Thursday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-05-31,15.5,15.9,0.0,0.0,100.0,750000,Low,0.0,Friday,May,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-01,15.5,15.5,0.0,0.0,100.0,750000,Low,0.0,Saturday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-02,15.5,11.4,4.1,10351.0,73.3,750000,Critical,10351.0,Sunday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-03,15.5,15.2,0.3,669.0,98.3,750000,Low,669.0,Monday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-04,15.5,15.3,0.2,583.0,98.5,750000,Low,583.0,Tuesday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-05,15.5,15.3,0.2,399.0,99.0,750000,Low,399.0,Wednesday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-06,15.5,15.2,0.3,861.0,97.8,750000,Low,861.0,Thursday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-07,15.5,14.8,0.7,1654.0,95.7,750000,Low,1654.0,Friday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-08,15.5,14.1,1.4,3497.0,91.0,750000,Medium,3497.0,Saturday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-09,15.5,12.3,3.2,8005.0,79.3,750000,Critical,8005.0,Sunday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-10,15.5,16.6,0.0,0.0,100.0,750000,Low,0.0,Monday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-11,15.5,14.2,1.3,3354.0,91.3,750000,Medium,3354.0,Tuesday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-12,15.5,15.8,0.0,0.0,100.0,750000,Low,0.0,Wednesday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-13,15.5,15.5,0.0,15.0,100.0,750000,Low,15.0,Thursday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-14,15.5,15.0,0.5,1198.0,96.9,750000,Low,1198.0,Friday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-15,15.5,13.7,1.8,4458.0,88.5,750000,Critical,4458.0,Saturday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-16,15.5,13.5,2.0,5013.0,87.1,750000,Critical,5013.0,Sunday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-17,15.5,14.6,0.9,2294.0,94.1,750000,Medium,2294.0,Monday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-18,15.5,15.4,0.1,151.0,99.6,750000,Low,151.0,Tuesday,June,Daily tracking for Lulu Mall contract
BRD-001,CR111,Lulu Mall,2024-06-19,15.5,17.1,0.0,0.0,100.0,750000,Low,0.0,Wednesday,June,Daily tracking for Lulu Mall contract
